model_type,trial_id,session_id,instruction,true_label,answer,prediction_count,usable_prediction_count,insufficient_data_count,mean_probability,max_probability,final_smoothed_probability,final_risk_category,mean_latency_ms,max_latency_ms
causal_tcn,T001,S001,lie,1,yes,3,3,0,0.5063386261463165,0.5450693964958191,0.5063386261463165,medium,30.36719999120881,37.476199970114976
causal_tcn,T002,S001,lie,1,no,5,5,0,0.5010016918182373,0.51339191198349,0.4975227216879527,medium,26.876200013794005,40.70449998835102
causal_tcn,T003,S001,truth,0,yes,3,3,0,0.49578453103701275,0.5400354862213135,0.49578453103701275,medium,20.536399989699323,27.454599970951676
causal_tcn,T004,S001,truth,0,yes,4,4,0,0.4965917691588402,0.5350342392921448,0.48377761244773865,medium,24.106975019094534,34.38050003023818
causal_tcn,T005,S001,lie,1,no,4,4,0,0.4821690022945404,0.5159151554107666,0.47092028458913165,medium,24.009075001231395,34.36449996661395
causal_tcn,T006,S001,lie,1,no,5,5,0,0.489630389213562,0.5118767619132996,0.48036690553029376,medium,27.429600001778454,40.89100001147017
causal_tcn,T007,S001,truth,0,yes,4,4,0,0.4935046508908272,0.5156247615814209,0.4861312806606293,medium,23.2557249837555,31.976500002201647
causal_tcn,T008,S001,truth,0,yes,3,3,0,0.4713635245958964,0.4902125895023346,0.4713635245958964,medium,21.542599987393867,29.28700001211837
causal_tcn,T009,S002,lie,1,no,2,2,0,0.5153304934501648,0.5424058437347412,0.5153304934501648,medium,16.510300018126145,21.164400037378073
causal_tcn,T010,S002,truth,0,yes,2,2,0,0.4954618662595749,0.525097131729126,0.4954618662595749,medium,16.15369998035021,19.71139997476712
causal_tcn,T011,S002,truth,0,yes,3,3,0,0.504561185836792,0.5227234363555908,0.504561185836792,medium,20.607566635590047,27.47639996232465
causal_tcn,T012,S002,lie,1,no,2,2,0,0.5028169751167297,0.5209575891494751,0.5028169751167297,medium,15.541750035481527,19.192000036127865
causal_tcn,T013,S002,lie,1,no,3,3,0,0.500158280134201,0.5314202308654785,0.500158280134201,medium,19.87439999356866,24.891700013540685
causal_tcn,T014,S002,lie,1,no,4,4,0,0.492599181830883,0.5253022313117981,0.4816981653372447,medium,23.311924989684485,33.7569999974221
causal_tcn,T015,S002,truth,0,yes,2,2,0,0.4912642687559128,0.5012059211730957,0.4912642687559128,medium,17.492150014732033,21.57660003285855
causal_tcn,T016,S002,truth,0,yes,5,5,0,0.5039994657039643,0.5396080017089844,0.4931142230828603,medium,26.59207999240607,41.820599988568574
causal_tcn,T017,S003,truth,0,yes,6,6,0,0.47916170954704285,0.49110329151153564,0.4746430615584056,medium,32.68308333160045,53.382800018880516
causal_tcn,T018,S003,lie,1,no,5,5,0,0.4983111143112183,0.5146825313568115,0.49086399873097736,medium,29.92318000178784,44.15730002801865
causal_tcn,T019,S003,lie,1,no,4,4,0,0.4855310544371605,0.5262288451194763,0.47196512420972186,medium,23.624799985555,33.53189997142181
causal_tcn,T020,S003,truth,0,yes,4,4,0,0.48960477858781815,0.5288326144218445,0.4765288333098094,medium,25.31657500367146,39.56619999371469
causal_tcn,T021,S003,truth,0,yes,4,4,0,0.4880661368370056,0.5037797689437866,0.4828282594680786,medium,25.97945000161417,36.31470003165305
causal_tcn,T022,S003,lie,1,no,8,8,0,0.4877049885690212,0.51351398229599,0.475732425848643,medium,37.07621249486692,54.22280001221225
causal_tcn,T023,S003,truth,0,yes,4,4,0,0.4988299161195755,0.5238721370697021,0.49048250913619995,medium,23.488050006562844,33.63369998987764
causal_tcn,T024,S003,lie,1,no,5,5,0,0.4742518484592438,0.4998759329319,0.46540842453638714,medium,27.05658000195399,41.87060002004728
causal_tcn,T025,S004,truth,0,yes,5,5,0,0.49206502437591554,0.5278723835945129,0.4855993290742238,medium,25.241179997101426,39.543300052173436
causal_tcn,T026,S004,lie,1,no,5,5,0,0.5111465394496918,0.547319233417511,0.49242378274599713,medium,24.668059998657554,36.31080000195652
causal_tcn,T027,S004,truth,0,yes,4,4,0,0.49523235857486725,0.5415656566619873,0.4797879258791606,medium,20.323350006947294,28.453100007027388
causal_tcn,T028,S004,truth,0,yes,4,4,0,0.4819076880812645,0.5153768658638,0.470751295487086,medium,19.392249989323318,27.246200013905764
causal_tcn,T029,S004,truth,0,yes,4,4,0,0.4965108633041382,0.5013298988342285,0.49520989259084064,medium,18.612100000609644,26.17570001166314
